incident_name,hacker_address,tx_type,hash,blockNumber,timeStamp,from,to,value,gas,gasPrice,gasUsed,methodId,functionName
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x8030bd4e586d7aa44303dbab88850cf785b4b9620c784806d2338b8fbd14c2eb,12485744,1621708289,0xe0663e4ed0a53753476c28beabb7baf718ce7d55,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,44000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x944afa3224d94f050cf4f415f3ae39b81aafbc69ba40356cd1b24a54cce010a4,12485768,1621708635,0x610674378651f20e3e43fa55dc55f60f33ed41d7,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,51287,41800000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x29cdc449cfb644383cc79420703fdff713c07bc2167d26ac3415cd9a70d1e4de,12485768,1621708635,0x58c8ff99c94007674c19ced6c69aa202386fdcc6,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,41000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x935c9de54a57d97542e956d3975e5fee120d2814ef35436a4287c65e8f12d91c,12485771,1621708689,0x4275330170ea39471658baa7c6b03ff683f65f85,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,49000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x286ab879a277d5e1e025da63a6e44cdbbb10ccfcb44d07c2c341272b3fbbcfb0,12485773,1621708736,0x42e575a00660fa4babd8b5c8b8ee08542bc4fe8a,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,46200000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x66e31a3d9fa717eca54886cb363cbcd2b320e06107268d7a073f298ec43d86fe,12485777,1621708782,0x4a8da49cf12103563d2bff6b0997ea0d9b0e5407,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,39000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0xb895b08afdecbf95eab121746e8af5620a86169f35ac2b535ad9a1cde81860f0,12485784,1621708832,0x138c26ee5bfe1c604e0cca45c4a4ec83ebd6c81d,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,42900000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x53438d47b88b1c00eb6b9bc526dabb9cc26e9c8c83c9f637da075daf1a94bf2d,12485788,1621708907,0xe742da9e7572a85335a2ba1f8678e697284bf218,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,39600000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x14762ad3d0b8e381c9a606e849020dddc8a966f41ff8514ee5fbf1b8c3608e5f,12485795,1621709006,0x29db8da273cc88d1411c9524bcb2f62dc45021f0,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,43000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
MommyMilkers_Honeypot_Token,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,normal,0x99451e4a248b5ce01d9ced308154aecdb8565f718374ff644f600d45e14e4efd,12485801,1621709069,0x6209b593d5dd75fffa822dec8e2974132fcd0340,0x45dac6c8776e5eb1548d3cdcf0c5f6959e410c3a,0,55950,39000000000,46625,0x095ea7b3,"approve(address _spender, uint256 _value)"
