incident_name,hacker_address,related_address,relation_type
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0x722122df12d4e14e13ac3b6895a86e84145b6967,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0xdb38ae75c5f44276803345f7f02e95a0aeef5944,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0x77e09573fa6d5612d946a98c038a04ae54442800,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0xb624e2b10b84a41687caec94bdd484e48d76b212,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0x11111112542d85b3ef69ae05771c2dccff4faa26,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0x6b175474e89094c44da98b954eedeac495271d0f,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0xc448e14099c27903f04d68d2ad16c4ac92bb3229,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0x7d92c91482e41da910740986bfbee9856cccb21b,counterparty
Furucombo_2,0xfd947851baa8f701871a8bb57cb82cdd64325aa8,0xfd3dfb524b2da40c8a6d703c62be36b5d8540626,counterparty
