incident_name,clean_incident_name,address,label,year,month,amount_stolen,source,description
Vesper Finance VUSD,Vesper_Finance_VUSD,0x6e6dab47fed8cc3dd141959dd057f73d12146ba4,Vesper Finance VUSD Exploiter,,,,,
