incident_name,clean_incident_name,address,label,year,month,amount_stolen,source,description
MonoX Finance  2,MonoX_Finance_2,0x8f6a86f3ab015f4d03ddb13abb02710e6d7ab31b,MonoX Finance Exploiter 2,,,,,
