incident_name,clean_incident_name,address,label,year,month,amount_stolen,source,description
0xhabitat.eth Multisig Drainer,0xhabitat.eth_Multisig_Drainer,0x26a76f4fe7a21160274d060acb209f515f35429c,0xhabitat.eth Multisig Drainer,,,,,
