incident_name,clean_incident_name,address,label,year,month,amount_stolen,source,description
Yearn_Finance_2023,Yearn_Finance_2023,0x16af29b7efbf019ef30aae9023a5140c012374a5,Yearn Finance Misconfiguration Exploit Exploiter,2023,4.0,11.5,Post-2021 Research,Yearn Finance Misconfiguration Exploit
