incident_name,clean_incident_name,address,label,year,month,amount_stolen,source,description
FTX_Hack_2022,FTX_Hack_2022,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,FTX Exchange Hack During Bankruptcy Exploiter,2022,11.0,477.0,Post-2021 Research,FTX Exchange Hack During Bankruptcy
FTX_Hack_2022,FTX_Hack_2022,0x0bb1810061c2f5b2088054ee184e6c79e1591101,FTX Exchange Hack During Bankruptcy Exploiter,2022,11.0,477.0,Post-2021 Research,FTX Exchange Hack During Bankruptcy
