incident_name,clean_incident_name,address,label,year,month,amount_stolen,source,description
Plus Token Ponzi 1,Plus_Token_Ponzi_1,0xf4a2eff88a408ff4c4550148151c33c93442619e,Plus Token Ponzi 1,,,,,
