incident_name,hacker_address,related_address,relation_type
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xf598b81ef8c7b52a7f2a89253436e72ec6dc871f,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x3069388b2c7e45a53ebb32c31bc3817304401d9e,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x6220e08c9d63ab7ba2e566839f429eeefe199b7e,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x439c0da3061ef171090e8a723f930bb14bea509c,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x3f3f3d264ec77ee7762b93f76822122d01cd0e97,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xf01cc7154e255d20489e091a5aea10bc136696a8,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x9212b088d48fc749c5adc573b445bc0d0a289a34,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x977f7cc66dc5c2a9d0267cb47006cf3946bdeaa4,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xbd081b5df53b816ae505a50bc072edfc9bd65116,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x2d3fb589d1a428583dc17e8984f923fc77c70c42,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x0c90e5ad111285bd75888718f7151bdbe2f5d21d,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xfd392c1b242ce26c70d93ef720d32eba757d5706,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x5c5cbd763eb80cb8feae18934ea19f287e3c2518,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xd7a6f5611a341ecd2a5350851b6d560996881ef1,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xdccac3f64dbc37114f6d21fdeb3d800d6e51b466,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xd0764fae29e0a6a96ff685f71cfc685456d5636c,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x593889178ac483d13c181cc159653579722e357e,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x6b273ec313724d224fb275257f411f0a167ee10a,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xba12222222228d8ba445958a75a0704d566bf2c8,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x751a0bc0e3f75b38e01cf25bfce7ff36de1c87de,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xa882606494d86804b5514e07e6bd2d6a6ee6d68a,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xe2588450dfa9a7b862984c215af88853b15a60a5,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xc89808dbfde64a48b70c2e45409067b2b833c2af,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xd93847e7b31b45021d7e90732b829bd6181f8c5f,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x0000000000000000000000000000000000000000,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x0935cd382813876df77bb9c36492064fc5572a3f,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x9335a9b878627ad32f877a0266751559f7de7756,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0xc4e824ddf7cad2dfbb738bb0ec38b0468d81c4a2,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x41dccb722f4b4506bf964287b8926e5dd2f24999,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x9fc53c75046900d1f58209f50f534852ae9f912a,counterparty
AnubisDAO_Liquidity_Rug_1,0x872254d530ae8983628cb1eaafc51f78d78c86d9,0x507586012a126421c3669a64b8393fffa9c44462,counterparty
