incident_name,clean_incident_name,address,label,year,month,amount_stolen,source,description
bZx PrivKey  6,bZx_PrivKey_6,0x6abca33faeb7deb1e61220e31054f8d6edacbc81,bZx PrivKey Exploiter 6,,,,,
