incident_name,clean_incident_name,address,label,year,month,amount_stolen,source,description
PolyNetwork  1,PolyNetwork_1,0xc8a65fadf0e0ddaf421f28feab69bf6e2e589963,PolyNetwork Exploiter 1,,,,,
